diamond  3 2015年01月29日08时__积雪深度（厘米）                        
   15    1   29    8 1000    1    0    1    0    0    1  749
 57123  108.07   34.28     506   3.20
 57131  108.97   34.43     410   1.30
 57132  108.58   34.13     411   1.40
 57137  108.32   33.32     802   0.50
 57143  109.97   33.87     742   5.00
 57153  110.33   33.70     639   5.00
 57154  110.90   33.53     523   5.50
 57156  111.50   33.30     250  10.00
 57169  111.87   33.05     159   8.00
 57173  112.88   33.75     145   2.50
 57177  113.53   33.33      89   9.00
 57178  112.49   33.10     180   5.00
 57179  113.00   33.28     160   7.00
 57180  113.20   33.98     117   8.30
 57181  113.05   33.88     136  10.00
 57182  113.52   33.85      80   8.00
 57183  113.92   33.80      60   6.40
 57184  113.30   33.63      97   6.60
 57185  113.58   33.45      91   7.00
 57186  114.05   33.60      58   8.00
 57187  112.93   33.07     118   8.80
 57188  114.03   33.37      55   3.30
 57189  113.95   33.13      64  11.10
 57190  114.40   33.75      50   3.70
 57192  114.85   33.73      45   6.30
 57193  114.52   33.78      52   3.80
 57194  114.27   33.28      59   5.00
 57195  114.62   33.62      46   2.30
 57196  114.87   33.47      42   4.60
 57197  114.35   32.97      50   9.00
 57198  114.57   33.50      44   6.70
 57233  108.50   32.90     413   0.01
 57242  109.37   32.85     285   0.10
 57248  109.33   32.40     431   0.30
 57249  109.68   32.32     448   2.00
 57251  110.42   33.00     249   4.00
 57253  110.82   32.85     201   9.00
 57254  110.12   32.82     322   5.00
 57256  110.78   32.65     286  12.00
 57257  110.23   32.23     307   0.60
 57259  110.77   32.03     426   3.30
 57260  111.52   32.57     133   9.00
 57265  111.73   32.43     132  12.00
 57268  111.62   32.27     120   4.00
 57271  112.38   32.52      87   0.80
 57273  112.85   32.68     109   4.80
 57274  112.12   32.70     107   6.00
 57278  112.08   32.00     163   6.70
 57279  112.75   32.15     125  12.20
 57281  113.30   32.70     142   9.00
 57285  113.42   32.38     153  10.00
 57290  113.91   32.94     106  12.30
 57292  114.63   32.97      44  12.00
 57293  114.98   32.73      38   4.00
 57294  114.02   32.83      83   9.00
 57295  114.35   32.62      78  10.00
 57296  114.73   32.35      48   9.00
 57297  114.05   32.13     114   9.30
 57298  114.55   32.22      55   9.00
 57299  114.90   32.02      49  15.00
 57333  108.67   31.95     798   0.80
 57343  109.53   31.90     995   0.40
 57359  110.73   31.35     336   1.00
 57361  111.27   31.88     327   4.20
 57362  110.67   31.75     935   2.00
 57363  111.83   31.80     151  10.30
 57368  111.63   31.05     141   1.00
 57370  112.22   31.73      67   6.00
 57377  112.22   31.00     191   3.90
 57378  112.57   31.17      65   3.00
 57381  113.34   31.62     116   8.90
 57385  113.82   31.62      93   5.10
 57386  114.00   31.25      51   0.20
 57387  113.13   31.00      84   0.80
 57388  113.71   31.27      53   3.00
 57389  113.75   31.03      32   2.00
 57390  114.07   31.80     733  14.90
 57396  114.85   31.63     128   1.00
 57398  114.62   31.28      74   3.00
 57453  111.32   30.77     115   0.01
 57464  111.18   30.47     142   1.00
 57466  111.75   30.43      50   1.00
 57469  111.77   30.18      69   1.00
 57477  112.22   30.07      38   0.40
 57482  113.95   30.90      25   1.00
 57483  113.13   30.67      31   1.00
 57484  112.55   30.74      57   1.00
 57564  111.13   29.43     103   0.01
 58001  115.10   34.43      56   3.00
 58002  115.58   34.85      49   2.00
 58003  115.88   34.95      45   0.10
 58005  115.54   34.44      50   0.10
 58006  115.88   34.38      46   1.00
 58007  115.30   34.07      47   0.50
 58008  115.33   34.47      54   1.80
 58017  116.13   34.25      41   1.20
 58020  117.13   34.80      35   3.00
 58021  117.28   34.78      80   0.30
 58022  117.57   34.75      48   3.00
 58024  117.58   34.87      77   3.00
 58025  117.73   34.57      27   3.00
 58026  118.02   34.39      25   2.00
 58030  118.02   34.88      44   4.00
 58032  118.65   34.95      90   2.10
 58034  118.32   34.60      36   4.00
 58036  118.71   34.54      32   4.00
 58038  118.78   34.08      10   4.00
 58040  119.13   34.86       5   2.00
 58041  119.43   34.78      26   1.50
 58044  119.23   34.55       4   2.50
 58045  119.60   34.20       4   2.00
 58047  119.24   34.26       4   4.10
 58048  119.35   34.12       4   3.00
 58049  119.80   34.02       4   2.90
 58100  115.17   33.65      41   3.00
 58101  115.48   33.87      41   0.30
 58111  116.45   33.97      32   0.10
 58116  116.83   33.98      31   0.20
 58132  118.68   33.72      14   4.70
 58135  118.22   33.48      16   2.30
 58139  118.91   33.31      10   3.50
 58140  119.30   33.77       9   3.30
 58143  119.85   33.80       4   3.20
 58145  119.15   33.50       7   4.90
 58146  119.77   33.47       3   5.00
 58148  119.34   33.27       3   6.10
 58150  120.30   33.75       1   2.00
 58154  120.20   33.43       2   5.50
 58158  120.48   33.20       3   7.30
 58205  115.43   32.47      34   9.00
 58207  115.05   32.17      42   9.00
 58222  117.55   32.85      24   4.00
 58225  117.67   32.53      69   0.50
 58235  118.85   32.37      10   6.00
 58237  118.59   32.07      46   4.30
 58241  119.45   32.79       5   6.20
 58242  119.16   32.30      22   5.00
 58244  119.59   32.45       5   5.80
 58245  119.42   32.41       9   5.80
 58246  119.99   32.56       2   3.50
 58250  120.16   32.51       6   3.50
 58251  120.28   32.85       3   9.00
 58255  120.57   32.37       6   1.00
 58264  121.18   32.33       3   2.00
 58340  119.03   31.66      25   6.30
 58342  119.55   31.72       6   1.00
 58343  119.98   31.88       4   1.00
 58344  119.20   31.96      36   2.80
 58345  119.50   31.43       5   2.00
 58346  119.81   31.34      16   1.50
